LA1,Left Amygdala,-21.7563,1.43061,-24.71840739,ParaHippocampal_L,Limbic
LA2,Left Amygdala,-25.984,0.978306,-25.87526831,Amygdala_L,Limbic
LA3,Left Amygdala,-30.4404,0.318307,-26.30382244,Amygdala_L,Limbic
LA4,Left Cerebral White Matter,-35.4528,0.402963,-26.97077271,L_Temporal_WM,Limbic
LA5,Left Cerebral White Matter,-40.8211,-0.865655,-27.10753847,L_Temporal_WM,Ventral_Attention
LA6,Left Cerebral White Matter,-44.9654,-2.30951,-27.21352269,Temporal_Inf_L,Default
LA7,Left MTG middle temporal gyrus,-50.4646,-2.63322,-26.27082033,Temporal_Mid_L,Default
LA8,Left MTG middle temporal gyrus,-57.2116,-1.77472,-25.95140301,Temporal_Inf_L,Default
LA9,Left MTG middle temporal gyrus,-62.4752,-0.599168,-24.8482969,Temporal_Mid_L,Default
LA10,,-66.2788,-0.312283,-24.62928121,Temporal_Mid_L,Default
LB1,Left Hippocampus,-27.8156,-11.5934,-18.67616691,Hippocampus_L,n/a
LB2,Left Hippocampus,-32.2775,-15.2039,-19.93896943,Hippocampus_L,Limbic
LB3,Left Cerebral White Matter,-37.5006,-19.0272,-21.12757606,Fusiform_L,Dorsal_Attention
LB4,Left FuG fusiform gyrus,-41.8127,-21.9943,-22.76014856,Temporal_Inf_L,Limbic
LB5,Left ITG inferior temporal gyrus,-46.3185,-24.9252,-21.73119182,Temporal_Inf_L,Limbic
LB6,Left Cerebral White Matter,-51.0099,-27.7598,-21.01544501,Temporal_Inf_L,Limbic
LB7,Left ITG inferior temporal gyrus,-55.8876,-29.1663,-21.00047864,Temporal_Inf_L,Default
LB8,Left ITG inferior temporal gyrus,-61.7449,-31.5229,-20.59630886,Temporal_Inf_L,Frontoparietal
LB9,Left ITG inferior temporal gyrus,-66.7155,-35.1579,-20.62100318,Temporal_Inf_L,Default
LB10,,-70.334,-38.1121,-20.74888461,Temporal_Inf_L,Default
LC1,Left PHG parahippocampal gyrus,-24.8713,-31.451,-17.73103192,Fusiform_L,Default
LC2,Left FuG fusiform gyrus,-28.9423,-34.4303,-18.96550082,Fusiform_L,Visual
LC3,Left FuG fusiform gyrus,-32.9496,-37.1691,-19.05528464,Fusiform_L,Visual
LC4,Left FuG fusiform gyrus,-35.8618,-39.1197,-19.20812272,Fusiform_L,Visual
LC5,Left Cerebral White Matter,-38.2157,-42.6886,-16.93997004,Fusiform_L,Visual
LC6,Left Cerebral White Matter,-40.925,-46.6706,-16.28471986,Fusiform_L,Dorsal_Attention
